title,salary,lower,upper,currency_unit,address,time,rank,experience,number_of_recruits,working_form,sex,company,description,requirements,benefit,url
Senior Front-End Developer ( ReactJS ),1.400USD,1400.0,1400.0,USD,"Hà Nội: Tầng 18, 19, 20 Tòa Central Point, 219 Trung Kính, Cầu Giấy, Hà Nội, Cầu Giấy",23-12-2023,Nhân viên,5,1,Toàn thời gian,Không yêu cầu,Công ty Cổ phần VNEXT SOFTWARE,"Tham gia lập trình Front-end trong các dự án gia công phần mềm cho khách hàng Nhật Bản; Tham gia xây dựng website dựa vào Figma design; Tham gia xây dựng ứng dụng có hiệu suất cao, có tính scalable, cải tiến trong tương lai.","Có ít nhất 5 năm sử dụng ReactJS; Nắm chắc các kiến thức liên quan đến Javascript/TypeScript ES6+, Reactjs và các công nghệ liên quan Hooks, Context, Redux, Redux Thunk, Redux saga...; Nắm rõ về clean code, coding convention; Nắm rõ Resful API và sử dụng axios để call API; Nắm rõ về webpac; Nắm rõ về HTML Canvas; Có kinh nghiệm làm việc với 1 trong các framework UI như Material UI, Ant Design, Tailwind CSS, Bootstrap...; Nắm được các cách debug thông dụng ở front-end; Có kinh nghiệm làm việc chuyên sâu với git và các loại gitflow trong dự án; Xây dựng được các components/modules có thể tái sử dụng; Có kinh nghiệm tối ưu hóa chất lượng source code, performance của ứng dụng; Có kinh nghiệm kết hợp với backend để tích hợp với dự án dạng server-side rendering. Có kinh nghiệm làm việc trong các dự án theo mô hình Agile/Scrum; Có kinh nghiệm làm việc với framework testing; Đã từng làm việc với cloud: AWS, GCP...; Có kinh nghiệm với các ngôn ngữ backend: PHP, NodeJS, Java,...",Đặc biệt,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-front-end-developer-reactjs%2F1180827.html%3Fta_source%3DITJobs_LinkDetail
IOS Developer,30triệu,30.0,30.0,VND,"Hà Nội: Đội Cấn, Ba Đình",31-12-2023,Nhân viên,2,1,Toàn thời gian,Nữ,Công ty cổ phần Công nghệ Sapo,,,"-Lương/thưởng hấp dẫn theo quy định của công ty -Được xét tăng lương 2 lần/năm -Chế độ BHXH, BHYT theo luật Lao động, ngoài ra được tham gia chương trình bảo hiểm Sapo Care -Được tham gia các khoá đào tạo từ các chuyên gia hàng đầu về thương mại điện tử, marketing online, phầm mềm ... -Được làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fios-developer%2F984131.html%3Fta_source%3DITJobs_LinkDetail
"Junior Developer (Java, Python, JavaScript /API)",,,,,"Hà Nội: Tầng 3, Sun Grand Ancora, 3 Lương Yên, P. Bạch Đằng, Q.Hai Bà Trưng, TP. Hà Nội, Hai Bà Trưng",23-12-2023,Nhân viên,1,1,Toàn thời gian,Không yêu cầu,Công ty TNHH Tích hợp Hệ thống Quản lý Quốc tế (Gimasys),Nghiên cứu tài liệu thiết kế tích hợp dữ liệu. Chủ động trao đổi ý kiến/quan điểm và đề xuất phương pháp triển khai hiệu quả/hợp lý. Thực hiện các công việc lập trình theo yêu cầu của tài liệu thiết kế tích hợp dữ liệu theo phân công. Sửa lỗi chương trình (bug fixing) trong quá trình lập trình Bàn giao sản phẩm lập trình theo phân công. Hỗ trợ khách hàng xử lý sự cố trong quá trình chạy thử nghiệm Sửa lỗi chương trình trong quá trình chạy thử nghiệm Tham gia viết tài liệu chuyển giao kỹ thuật theo nội dung được phân công. Tham gia công tác nghiên cứu phát triển sản phẩm mới Thực hiện các công việc lập trình theo yêu cầu của tài liệu thiết kế sản phẩm mới theo phân công. Sửa lỗi chương trình (bug fixing) trong quá trình lập trình. Tham gia phát triển hệ thống vận hành sản phẩm mới Hỗ trợ khách hàng xử lý sự cố trong quá trình triển khai. Tham gia quản lý chất lượng sản phẩm và hệ thống vận hành mới theo quy trình yêu cầu,"Tốt nghiệp Đại học/Cao đẳng chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan Có kiến thức về một trong các ngôn ngữ lập trình như Java, Python, JavaScript hoặc các ngôn ngữ khác liên quan đến phát triển API Có kinh nghiệm hoặc hiểu biết cơ bản về lập trình ứng dụng (API) Có kiến thức về cơ sở dữ liệu nắm rõ một trong các loại các sở dữ liệu Oracle,Sql Server, MySql.. Có kiến thức về phân tích và thiết kế hướng đối tượng (object oriented analysis and design) Sử dụng thành thạo công cụ quản lý phiên bản(Git,SVN...) Có khả năng phân tích và giải quyết vấn đề, linh hoạt trong công việc và xử lý các vấn đề phát sinh Có hiểu biết về tiêu chuẩn và giao thức bảo mật API  Có khả năng đọc hiểu tài liệu phân tích thiết kế; có khả năng phân tích thiết kế phần mềm  Có khả năng thiết kế API và hiểu biết về các nguyên tắc thiết kế. Sử dụng các công cụ quản lý API như Swagger, Postman, hoặc các nền tảng quản lý API như AWS API Gateway hoặc Azure API Management Có kinh nghiệm về cơ sở dữ liệu và cách tương tác với chúng thông qua API, bao gồm SQL và NoSQL",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjunior-developer-java-python-javascript-api%2F1137009.html%3Fta_source%3DITJobs_LinkDetail
"Lập Trình Viên Backend ( PHP , WordPress)",9-20triệu,9.0,20.0,VND,"Hà Nội: Tầng 7, tòa AB Imperia Garden 203 Nguyễn Huy Tưởng, Thanh Xuân Trung,, Thanh Xuân",30-12-2023,Nhân viên,1,2,Toàn thời gian,Nam,Công ty cổ phần công nghệ Physcode Việt,,,"Thu nhập hấp dẫn và tăng lương theo năng lực. Làm việc trong môi trường năng động, có cơ hội làm việc, giao tiếp với khách hàng trên toàn Thế Giới. Đội ngũ nhân viên trẻ trung, thân thiện và cởi mở trong công việc sẽ giúp nhân viên mới nhanh chóng hòa nhập với môi trường làm việc và văn hóa. Được đào tạo, huấn luyện các kỹ năng và chuyên môn cần thiết. Được hưởng các chính sách phúc lợi theo quy định của công ty. Các chế độ BHXH, BHYT, BHTN được thực hiện theo đúng quy định pháp luật và đảm bảo được hưởng đầy đủ các chế độ bảo hiểm.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-backend-php-wordpress%2F1136218.html%3Fta_source%3DITJobs_LinkDetail
Kỹ Sư Cơ Điện (ME),,,,,"Bình Định: FPT Software Quy NhơnTòa nhà B1, Đại Lộ Khoa học, P.Ghềnh Ráng, Tp.Quy Nhơn, Tỉnh Bình Định, TP Quy Nhơn",22-12-2023,Nhân viên,3,5,Toàn thời gian,Không yêu cầu,FPT Software,,,"Mức lương cạnh tranh, tương xứng với vị trí và đóng góp của bạn. Cơ hội làm việc và thăng tiến trong một môi trường chuyên nghiệp, hiện đại, năng động, đa văn hoá. Được hưởng bảo hiểm FPT Care và chế độ nghỉ mát cho bản thân và gia đình. Và rất nhiều quyền lợi hấp dẫn khác.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fky-su-co-dien-me%2F1130321.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên React Native - Fresh IT,8-15triệu,8.0,15.0,VND,"Hà Nội: Tầng 3, toà nhà CT1, Khu nhà ở Bộ Công An, đường Phạm Văn Đồng, phường Cổ Nhuế 2, Bắc Từ Liêm",24-12-2023,Nhân viên,1,2,Toàn thời gian,Không yêu cầu,Công ty TNHH Giải pháp tiếp thị địa lý Việt Nam,"Tham gia thiết kế, xây dựng và phát triển các ứng dụng điện thoại di động. Cải thiện độ mượt của giao diện, nâng cao chất lượng phân giải trên nền tảng IOS/ Android Thực hiện việc chuyển đổi các ứng dụng web react hiện có sang React Native Đảm bảo ứng dụng hoạt động hiệu quả, ổn định, an toàn","Sử dụng thành thạo các thư viện React Native phổ biến như: NativeBase, React Native Paper, … Có kinh nghiệm làm việc với React Native từ 1 năm trở lên. Kinh nghiệm tích hợp ứng dụng qua Ajax, JSON/REST, Web service APIs, Firebase Có hiểu biết về các ngôn ngữ lập trình khác như Python, Javascript, HTML là một lợi thế",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-react-native-fresh-it%2F1181190.html%3Fta_source%3DITJobs_LinkDetail
SAP ABAP Developer,,,,,"Hồ Chí Minh: Lô T2, Đường D1, khu Công nghệ cao, TP. Thủ Đức, TP. Hồ Chí Minh, Thủ Đức",31-12-2023,Nhân viên,3,5,Toàn thời gian,Không yêu cầu,FPT Software,,,"Successful candidates will be part of a friendly, motivated and committed talent teams with various benefits and attractive offers:  Signing Bonus up to 80M Working abroad in Europe/Korea with high-profile customer and advanced technology projects Very Attractive offer plus annual compensation and performance bonus. “FPT care” health insurance provided by AON and is exclusive free for FPT employees. Company shuttle buses provide convenient way of transportation for all employees. Other allowances: transportation, lunch allowance, working on-site allowance, etc. FTown Campus provide many facilities for FPT employees such as football ground, basketball & volleyball, gym & yoga centre, restaurant, cafeteria, etc.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsap-abap-developer%2F1149651.html%3Fta_source%3DITJobs_LinkDetail
NodeJS Developer (TGO) - TA Giao Tiếp,25triệu,25.0,25.0,VND,"Hà Nội: Tầng 3, toà nhà Fafim, số 19 Nguyễn Trãi, Thanh Xuân, Hà Nội, Thanh Xuân",22-12-2023,Nhân viên,2,2,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,"Cùng leader, tham gia phát triển các dự án NodeJS backend. Đảm bảo hoàn thành kịp thời và chính xác các công việc được giao. Học hỏi, nghiên cứu, tìm kiếm các công nghệ mới.","Có kinh nghiệm làm việc với NodeJS từ 2 năm trở lên. Giao tiếp thành thạo tiếng Anh (bắt buộc). Thành thạo về API services: Restful API, GraphQL và NodeJS Framework (ExpressJS, NestJS, Socket.IO, Websocket). Thành thạo về JavaScript, ECMAScript6 +, TypeScript. Thành thạo Database SQL như MySQL, PostgreSQL. Hiểu biết về NoSQL, có khả năng sử dụng MongoDB hoặc Redis. Thành thạo GIT hoặc các source code version managerment.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnodejs-developer-tgo-ta-giao-tiep%2F1179679.html%3Fta_source%3DITJobs_LinkDetail
Junior Devops Engineer,20triệu,20.0,20.0,VND,"Hà Nội: Tầng 3, toà nhà Fafim A, số 19 Nguyễn Trãi, Khương Trung, Thanh Xuân, Hà Nội., Thanh Xuân",22-12-2023,Nhân viên,1,2,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN TCOM,"Trực tiếp xây dựng (build) môi trường triển khai trên AWS cho các dự án có sử dụng AWS Phối hợp với Dev/Tech lead/BA/PM tham gia phân tích, thiết kế các giải pháp liên quan đến AWS. Phối hợp cùng đội phát triển trong quá trình triển khai hệ thống cho khách hàng. Theo dõi, vận hành, bảo trì hệ infra của hệ thống được xây dựng trên AWS.","Có hiểu biết cơ bản chạy shell, network, system ... môi trường linux. Có từ 1 năm kinh nghiệm làm việc thực tế giải quyết các vấn đề và thực hiện các giải pháp sử dung các dịch vụ AWS infrastructure, Database, Security, Networking:EC2,S3,VPC,RDS... (ưu tiên các ứng viên đã tham gia triển khai các dự án AWS từ giai đoạn đầu). Đọc hiểu tiếng Anh, viết cơ bản (giao tiếp tốt là một lợi thế lớn).",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjunior-devops-engineer%2F1180252.html%3Fta_source%3DITJobs_LinkDetail
PHP Developer Junior - Senior,50triệu,50.0,50.0,VND,"Hà Nội: 165 Thái Hà, Đống Đa, Hà Nội, Đống Đa",22-12-2023,Nhân viên,3,2,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN TCOM,,,"We offer a learning environment where you collaborate with a team, where you will be recognized for the work you do. Bonus: 13th month salary. Salary and position is reviewed 2 times a year based on employee's performance. Working time: Monday to Friday (8:30 17:30). Overtime working is minimized. Working overtime (if any) will be paid following Vietnam labor policy 12 days annual leave extra public holiday. Lunch allowances. Pay for gasoline from home to office. General company activities (birthday party, company trip...). Company health insurance. Working in an international environment. Career growth opportunities. Other benefits and incentives following Labor Code and Social Insurance Laws.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fphp-developer-junior-senior%2F1180270.html%3Fta_source%3DITJobs_LinkDetail
Thực Tập Sinh Thiết Kế Website,,,,,", , , , , , Hồ Chí Minh: tòa nhà Sài Gòn Tel, khu công viên phần mềm Quang Trung, Tân Chánh Hiệp, Quận 12",22-12-2023,Nhân viên,0,5,Toàn thời gian,Không yêu cầu,Công ty TNHH TM DV Nina,"Tiếp nhận thông tin khách hàng Tư vấn cho khách hàng về bố cục, màu sắc, chức năng của trang Website Kiểm tra trang Website đã hoàn chỉnh chưa Bàn giao trang Website cho khách hàng Hỗ trợ giúp khách hàng có trang website phù hợp Các công việc khác theo sự sắp xếp của quản lý","Kinh nghiệm làm việc trong lĩnh vực sản xuất nội dung đa phương tiện và quảng cáo, nếu không sẽ được training Sử dụng thành thạo các công cụ biên tập video, thiết kế đồ họa và phần mềm quảng cáo Hiểu biết về quy trình làm landing page và quảng cáo trực tuyến. Có trách nhiệm trong công việc Đảm bảo thời gian Ưu tiên có hiểu biết cơ bản về Digital. Chủ động teamwork, có khả năng làm việc online Năng động và nhiệt tình với công việc",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fthuc-tap-sinh-thiet-ke-website%2F1084542.html%3Fta_source%3DITJobs_LinkDetail
